name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
Tage Rejmes i Örebro Bilaktiebolag,https://www.allabolag.se/foretag/tage-rejmes-i-%C3%B6rebro-bilaktiebolag/%C3%B6rebro/-/5560961228,['kontakt@rejmes.se'],556096-1228,1189828,Tage Rejmes i Örebro Bilaktiebolag,1965-01-13,Aktiebolag,159,Jan Peter Andersson,"Bettorpsgatan 4-6, 703 69 Örebro","Box 2042, 700 02 Örebro",Örebro,3 000,"['45110 Handel med personbilar och lätta motorfordon', '45201 Allmän service och reparation av motorfordon utom motorcyklar', '45320 Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar']","Bolagets verksamhet ska avse handel med och uthyrning av motorfordon - motorredskap, tillbehör och reservdelar därtill, service-, drivmedels-, verkstads-, och garagerörelse samt annan därmed förenlig verksamhet.",019-30 17 00,https://rejmes.se/orebro/
Eitech Electro AB,https://www.allabolag.se/foretag/eitech-electro-ab/%C3%B6rebro/-/5564690732,"['andreas.jonsson@eitech.se', 'kontakt.lund@eitech.se', 'magnus.mellbert@eitech.se', 'per-olov.forss@vinci-energies.se', 'lars.bjuren@eitech.se', 'kontakt.malmo@eitech.se', 'patrik.ahrling@eitech.se', 'eitechsyd@bscs.basware.com', 'felanmalan.malmo@eitech.se', 'kontakt.kavlinge@eitech.se']",556469-0732,1148443,Eitech Electro AB,1993-06-24,Aktiebolag,346,Martin Fritz Ingmar Dahlström,"Elementvägen 10, 702 27 Örebro","Elementvägen 10, 702 27 Örebro",Örebro,34 530,"['43210 Elinstallationer', '71123 Teknisk konsultverksamhet inom elteknik', '80200 Säkerhetssystemtjänster']","Bolaget ska bedriva elinstallationsarbeten och konsultverksamhet inom elbranchen, driva handel med lös egendom såsom företrädesvis aktier, äga och förvalta fast egendom samt idka därmed förenlig verksamhet.",019-20 62 69,https://www.eitech.se/
Suzuki Garphyttan AB,https://www.allabolag.se/foretag/suzuki-garphyttan-ab/garphyttan/-/5560302886,[],556030-2886,1144140,Suzuki Garphyttan AB,1931-08-14,Aktiebolag,329,Adrianus Willem Raatgeep,"Bruksvägen 3, 719 41 Garphyttan",719 80 Garphyttan,Garphyttan,15 000,['24340 Tillverkning av kalldragen ståltråd'],Bolaget skall ha till föremål för sin verksamhet att direkt eller indirekt bedriva tillverkning och försäljning av trådprodukter och annan därmed förenlig verksamhet.,nan,https://www.cordial.se/kundcase-suzuki-garphyttan
Textilia Tvätt & Textilservice AB,https://www.allabolag.se/foretag/textilia-tv%C3%A4tt-textilservice-ab/%C3%B6rebro/-/5565385043,"['kundtjanst.orebro@textilia.se', 'kundtjanst.goteborg@textilia.se', 'fornamn.efternamn@textilia.se', 'kundtjanst.vetlanda@textilia.se', 'kundtjanst.ostersund@textilia.se', 'kundtjanst.boden@textilia.se', 'kundtjanst.umea@textilia.se', 'kundtjanst.stockholm@textilia.se', 'kundtjanst.rimbo@textilia.se', 'kundtjanst.langsele@textilia.se', 'kundtjanst.karlskrona@textilia.se', 'kundtjanst.malmo@textilia.se']",556538-5043,1133611,Textilia Tvätt & Textilservice AB,1997-01-21,Aktiebolag,868,Anders Eikemo Thorgaard,"Idrottsvägen 35, 702 32 Örebro","Box 1544, 701 15 Örebro",Örebro,10 100,['96011 Industri- och institutionstvätt'],"Bolaget ska tillhandahålla och försälja textilier och tvätteri- tjänster inom sektorerna sjukvård, omsorg, hotell och industri samt bedriva aktieförvaltning och därmed förenlig verksamhet.",nan,https://textilia.se/
KION Financial Services Sweden AB,https://www.allabolag.se/foretag/kion-financial-services-sweden-ab/%C3%B6rebro/-/5591285142,[],559128-5142,1075100,KION Financial Services Sweden AB,2017-10-10,Aktiebolag,7,Göthe Magnus Persson,Örebro,"Box 1305, 701 13 Örebro",Örebro,5 000,['64910 Finansiell leasing'],"Bolaget har till föremål för sin verksamhet att bedriva finansiell tjänsteverksamhet för koncernbolagens försäljning, förhyrning och service av truckar och därtill hörande kringutrustning, samt därmed förenlig verksamhet.",nan,https://www.linde-mh.se/se/Om-Linde/Baettre-upp/Moet-Jacob-Sjoestrand-Linde-Material-Handlings-nya-Sverigechef.html
Bharat Forge Kilsta AB,https://www.allabolag.se/foretag/bharat-forge-kilsta-ab/karlskoga/-/5560612565,[],556061-2565,1060527,Bharat Forge Kilsta AB,1955-04-27,Aktiebolag,0,Jens Ludmann,"Kilsta Södra Industriväg 23, 691 37 Karlskoga","Box 428, 691 27 Karlskoga",Karlskoga,20 000,"['25500 Smidning, pressning, prägling och valsning av metall; pulvermetallurgi', '38320 Återvinning av källsorterat material']",Bolaget skall bedriva tillverkning och försäljning av produkter för motor- och fordonsindustrin samt gruv- och entreprenadindustrin ävensom idka därmed förenlig verksamhet.,nan,https://se.bfkilsta.com/
Radiator VVS Aktiebolag,https://www.allabolag.se/foretag/radiator-vvs-aktiebolag/%C3%B6rebro/-/5560271065,['info@radiatorvvs.se'],556027-1065,1049426,Radiator VVS Aktiebolag,1928-08-27,Aktiebolag,474,Andreas Lars Erik Bogren,"Nastagatan 22, 702 27 Örebro","Box 1805, 701 18 Örebro",Örebro,2 500,"['43221 Värme- och sanitetsarbeten', '46742 Partihandel med VVS-varor']","Föremålet för bolagets verksamhet ska vara att bedriva installationsverksamhet inom vatten-, värme- och sanitetsbranschen, att äga och förvalta fast och lös egendom, ävensom bedriva därmed förenlig verksamhet.",019-27 30 00,https://www.radiatorvvs.se/
Humana Omsorg AB,https://www.allabolag.se/foretag/humana-omsorg-ab/%C3%B6rebro/-/5567490007,['arbetsmiljoverket@av.se'],556749-0007,986499,Humana Omsorg AB,2008-01-14,Aktiebolag,1174,Titti Christina Lilja,"Fabriksgatan 22, 702 23 Örebro","Box 106, 701 42 Örebro",Örebro,100,"['87301 Vård och omsorg i särskilda boendeformer för äldre personer', '87201 Boende med särskild service för personer med utvecklingsstörning eller  psykiska funktionshinder', '70100 Verksamheter som utövas av huvudkontor']","Föremålet för bolagets verksamhet är att på uppdrag av landsting och kommuner bedriva äldreomsorg och hemtjänst och utföra omsorg och service till funtionshindrade, tillhandahålla tillfälliga bostäder inklusive kringtjänster såsom matservering och fastihetsdrift samt bedriva därmed förenlig verksamhet.",020-37 37 00,https://www.av.se/om-oss/diarium-och-allmanna-handlingar/bestall-handlingar/Company/?orgnr=5567490007
FFV Ordnance Aktiebolag,https://www.allabolag.se/foretag/ffv-ordnance-aktiebolag/karlskoga/-/5564148194,[],556414-8194,950509,FFV Ordnance Aktiebolag,1990-12-28,Aktiebolag,0,Lars Gunnar Liljegren,"Brukstorget 4, 691 50 Karlskoga",691 80 Karlskoga,Karlskoga,10 000,"['46141 Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg utom kontorsutrustning och datorer']",Bolaget skall bedriva marknadsföring och försäljning av pansarvärnsprodukter samt annan därtill hörande verksamhet.,nan,https://www.nwt.se/2025/06/30/bland-de-storsta-i-sverige-karlskogaforetaget-ffv-ordnance-aktiebolag-7c372/
Dormy Golf & Fashion Aktiebolag,https://www.allabolag.se/foretag/dormy-golf-fashion-aktiebolag/%C3%B6rebro/-/5564867637,['info@jobbland.se'],556486-7637,924838,Dormy Golf & Fashion Aktiebolag,1994-04-22,Aktiebolag,176,Nils Anders Wall,"Salamandervägen 29, 702 36 Örebro","Salamandervägen 29, 702 36 Örebro",Örebro,3 000,['47641 Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar'],"Bolaget skall bedriva försäljning av konfektion och golfartiklar samt tillhandahålla golfinstruktioner, arrangera resor, idka handel med värdepapper ävensom idka därmed förenlig verksamhet.",019-20 95 00,https://jobbland.se/jobb/butiksmedarbetare-lager-till-dormy-arninge-sksee-19444993
Orica Sweden AB,https://www.allabolag.se/foretag/orica-sweden-ab/gyttorp/-/5560125246,[],556012-5246,891145,Orica Sweden AB,1915-04-07,Aktiebolag,292,Hreidar Pall Gestsson,"Orica 3, 713 72 Gyttorp",713 82 Nora,Nora,60 000,"['20510 Sprängämnestillverkning', '46750 Partihandel med kemiska produkter']","Bolaget skall tillverka och försälja sprängämne, tändsystem och mekaniserade laddutrustningar, att äga och förvalta fast och lös egendom, ävensom att driva annan därmed förenlig verksamhet.",0587-850 00,https://www.oricaminingservices.com/se/sv
Moelven Valåsen Aktiebolag,https://www.allabolag.se/foretag/moelven-val%C3%A5sen-aktiebolag/karlskoga/-/5563104206,"['johan.hagman@moelven.com', 'jan.wahlberg@moelven.se', 'jimmy.solar@moelven.se', 'lilian.soderberg@moelven.se', 'rainer.arkeland@moelven.se', 'christer.hagberg@moelven.se', 'post@moelven.com', 'charlotta.rogersson@moelven.se', 'sales.valasen@moelven.com']",556310-4206,846000,Moelven Valåsen Aktiebolag,1987-11-16,Aktiebolag,137,Ulf Christer Hagberg,"Valåsen, 691 94 Karlskoga","Box 404, 691 27 Karlskoga",Karlskoga,50 000,['16101 Sågning av trä'],Bolaget skall producera och försälja sågade trävaror samt bedriva därmed förenlig verksamhet.,nan,https://www.moelven.com/se/om-moelven/division-timber/moelven-valasen-ab/
Möller Sportbilar AB,https://www.allabolag.se/foretag/m%C3%B6ller-sportbilar-ab/%C3%B6rebro/-/5563846590,[],556384-6590,831396,Möller Sportbilar AB,1990-02-07,Aktiebolag,37,Per Andreas Fällmar,"Salamandervägen 14, 702 36 Örebro","Salamandervägen 14, 702 36 Örebro",Örebro,100,"['45110 Handel med personbilar och lätta motorfordon', '45201 Allmän service och reparation av motorfordon utom motorcyklar', '73119 Övrig reklamverksamhet']","Bolaget ska bedriva försäljning av bilar, reservdelar och tillbehör, utföra service och reparationsarbeten, uthyrning av bilar och finansieringsverksamhet samt idka därmed förenlig verksamhet.",019-777 09 11,https://mollersportbilar.se/
Chroma Livs AB,https://www.allabolag.se/foretag/chroma-livs-ab/%C3%B6rebro/-/5565895934,[],556589-5934,830170,Chroma Livs AB,2000-04-11,Aktiebolag,128,Carl Martin Adolf Matteusson,"Boglundsgatan 2, 703 74 Örebro","Boglundsgatan 2, 703 74 Örebro",Örebro,100,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad', '10710 Tillverkning av mjukt matbröd och färska bakverk']",Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,019-673 22 00,https://orebrofakturor.jon.se/suppliers/05c047d9-48d2-46f9-b7aa-666ef406a0ee/2022?page=4
Mondi Örebro AB,https://www.allabolag.se/foretag/mondi-%C3%B6rebro-ab/%C3%B6rebro/-/5560393828,[],556039-3828,808267,Mondi Örebro AB,1940-05-29,Aktiebolag,132,Karl David Andreas Karlsson,"Pappersbruksallén 3 a, 702 15 Örebro","Box 926, 701 30 Örebro",Örebro,20 000,"['17129 Övrig tillverkning av papper och papp', '13950 Tillverkning av bondad duk', '17123 Tillverkning av kraftpapper och kraftpapp']","Aktiebolagets verksamhet skall vara att direkt och indirekt driva industriell rörelse, företrädesvis konvertering av papper och plast eller produkter därav samt idka därmed förenlig verksamhet.",019-35 45 00,https://www.mondijobs.se/vara-platser/mondi-oerebro/
Infrakraft Mälardalen AB,https://www.allabolag.se/foretag/infrakraft-m%C3%A4lardalen-ab/%C3%B6rebro/-/5592394984,"['hanna.nystrom@infrakraft.se', 'leif.johansson@infrakraft.se', 'ola.malmgren@infrakraft.se', 'daniel.pettersson@infrakraft.se', 'joakim.cederlund@infrakraft.se', 'thomas.lindgren@infrakraft.se', 'adam.persson@infrakraft.se', 'claes.jansson@infrakraft.se', 'emir.metic@infrakraft.se', 'cecilia.angman@infrakraft.se', 'ola.persson@infrakraft.se', 'andreas.eriksson@infrakraft.se', 'tommy.palsson@infrakraft.se', 'siri.rossly@infrakraft.se', 'mikael.sohlin@infrakraft.se', 'jana.johannesson@infrakraft.se', 'hans.bauer@infrakraft.se', 'daniel.linden@infrakraft.se', 'mattias.skonvall@infrakraft.se', 'patrik.hermansson@infrakraft.se', 'erik.thurin.melin@infrakraft.se', 'jonathan.jingfors@infrakraft.se', 'olle.siren@infrakraft.se', 'fredrik.erlandsson@infrakraft.se', 'andreas.jonsson@infrakraft.se', 'johan.martinsson@infrakraft.se', 'joakim.malm@infrakraft.se', 'mattias.eliasson@infrakraft.se', 'henrik.karrman@infrakraft.se', 'fredrik.thulin@infrakraft.se', 'mattias.jonsson@infrakraft.se', 'william.gustavsson@infrakraft.se', 'karl.nilsson@infrakraft.se', 'jonas.persson@infrakraft.se', 'emanuel.molin@infrakraft.se', 'magnus.persson@infrakraft.se', 'filip.erixon@infrakraft.se', 'kontakt@kontaktledning.se', 'christian.carling@infrakraft.se', 'martin.blomberg@infrakraft.se', 'christer.berg@infrakraft.se', 'info@infrakraft.se', 'jesper.nilsson@infrakraft.se', 'isak.lantz@infrakraft.se', 'ulf.blomquist@infrakraft.se', 'info@jeimab.se', 'albin.nimheim@infrakraft.se', 'jonas.nielsen@infrakraft.se', 'daniel.landin@infrakraft.se', 'viktor.ehlorsson@infrakraft.se', 'jimmy.fix@infrakraft.se', 'robin.tornemark@infrakraft.se', 'jim.nilsson@infrakraft.se', 'joel.skonvall@infrakraft.se', 'jonny.sandstrom@infrakraft.se', 'herman.truedsson@infrakraft.se', 'nijaz.mehmedovic@infrakraft.se', 'zebastian.ilestedt@infrakraft.se', 'magnus.blom@infrakraft.se', 'torbjorn.olsson@infrakraft.se', 'joakim.bryntesson@infrakraft.se', 'anders.blomgren@infrakraft.se', 'bjorn.ingemarsson@infrakraft.se', 'markus.larsson@infrakraft.se', 'annie.dalgren@infrakraft.se', 'niclas.johansson@infrakraft.se', 'linus.aronsson@infrakraft.se', 'anders.nylander@infrakraft.se', 'paul.kron@infrakraft.se', 'tommy.kjellberg@infrakraft.se', 'par.tingstrom@infrakraft.se', 'jessica.hammarberg@infrakraft.se', 'jorgen.eriksson@infrakraft.se', 'henrik.wik@infrakraft.se', 'henrik.tettzell@infrakraft.se', 'jonas.edvardsson@infrakraft.se', 'azhar.al-hilali@infrakraft.se', 'peter.erixon@infrakraft.se', 'christer.nordberg@infrakraft.se', 'george.kojadinovic@infrakraft.se', 'marcus.fogdeby@infrakraft.se', 'stefan.hedin@infrakraft.se', 'christoffer.rasmusson@infrakraft.se', 'thomas.claesson@infrakraft.se', 'johan.syversson@infrakraft.se', 'mikael.andersson@infrakraft.se', 'henrick.korander@infrakraft.se', 'hanna.soreklint@infrakraft.se', 'michael.belsing@infrakraft.se', 'it-externt@infrakraft.se', 'andreas.hultkrantz@infrakraft.se', 'ola.loven@infrakraft.se', 'jesper.civilis@infrakraft.se', 'mattias.stray@infrakraft.se', 'mats.lindahl@infrakraft.se', 'agnes.gustafsson@entrygroup.se', 'emil.engstrom@infrakraft.se', 'erik.westerlind@infrakraft.se', 'andreas.platoff@infrakraft.se', 'jorgen.larsson@infrakraft.se', 'kristina.tranberg@infrakraft.se', 'fredrik.kjellman@infrakraft.se', 'martin.reuterhall@infrakraft.se', 'johanna.noberius@infrakraft.se', 'linn.sohlman@infrakraft.se', 'mattias.cirre@infrakraft.se', 'christian.holm@infrakraft.se', 'markus.evans@infrakraft.se', 'hilma.petersson@infrakraft.se']",559239-4984,777076,Infrakraft Mälardalen AB,2020-01-29,Aktiebolag,69,Mats Gunnar Lindahl,"Gamla Vägen 12 c, 702 27 Örebro","Gamla Vägen 12 c, 702 27 Örebro",Örebro,300,"['42110 Anläggning av vägar och motorvägar', '42130 Anläggning av broar och tunnlar']","Bolaget ska bedriva kompletta mark- och BEST-entreprenader (Bana, El, Signal, Tele) inom järnvägssektorn samt anläggningsverksamhet för vägar, broar, hamnar och byggentreprenader.",070-370 02 11,https://www.infrakraft.se/
Ahlstrom Ställdalen AB,https://www.allabolag.se/foretag/ahlstrom-st%C3%A4lldalen-ab/st%C3%A4lldalen/-/5563968998,[],556396-8998,758657,Ahlstrom Ställdalen AB,1990-05-23,Aktiebolag,128,Carl Daniel Innala,"Ställbergsvägen 30, 714 72 Ställdalen",714 81 Ställdalen,Ställdalen,29 711,"['17129 Övrig tillverkning av papper och papp', '17220 Tillverkning av hushålls- och hygienartiklar av papper', '13950 Tillverkning av bondad duk', '17122 Tryckpapperstillverkning, ej tidnings- och journalpapper', '35110 Generering av elektricitet']",Bolaget skall tillverka och försälja fibermaterial samt därmed förenlig verksamhet.,0580-291 00,https://www.naturvardsverket.se/4936ec/contentassets/45c088b2988549d6b2506cd05c0b7b2c/2023-02-24-mpd-orebro.pdf
Forcit Sweden AB,https://www.allabolag.se/foretag/forcit-sweden-ab/karlskoga/-/5567844096,"['999forcit@forcit.se', 'fornamn.efternamn@forcit.se', 'forcit@forcit.se']",556784-4096,710302,Forcit Sweden AB,2009-06-24,Aktiebolag,100,Leif Niclas Nilsson,"Gammelbackavägen 8, 691 51 Karlskoga","Gammelbackavägen 8, 691 51 Karlskoga",Karlskoga,25 000,"['20510 Sprängämnestillverkning', '46750 Partihandel med kemiska produkter', '43120 Mark- och grundarbeten', '85599 Diverse övrig utbildning', '52100 Magasinering och varulagring']","Bolaget har till föremål för sin verksamhet att tillverka och sälja sprängämnen och därtill hörande tjänster samt att importera, lagra, tillverka och sälja sprängämnen. Bolaget skall också bedriva utbildningsverksamhet inom borr-, berg och sprängteknik. Utbildningen inom borr-, berg- och sprängteknik sker genom det särskilda företagsnamnet Bergutbildarna i Sverige.",0587-109 99,https://forcitexplosives.se/
Futurum Fastigheter i Örebro AB,https://www.allabolag.se/foretag/futurum-fastigheter-i-%C3%B6rebro-ab/%C3%B6rebro/-/5567366215,['00e-postinfo@futurumfastigheter.se'],556736-6215,662384,Futurum Fastigheter i Örebro AB,2007-08-28,Aktiebolag,99,Bo Göran Lunander,"Pappersbruksallén 1, 702 15 Örebro","Box 33500, 701 35 Örebro",Örebro,77 550,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68320 Fastighetsförvaltning på uppdrag']","Bolaget har till föremål för sin verksamhet att förvärva, äga, förvalta och överlåta fastigheter samt aktier och andelar i bolag för nedan angivna ändamål inom Örebro kommun. Bolaget har vidare till föremål för sin verksamhet att bedriva produktion av el samt därmed sammanhängade verksamhet. Bolaget är skyldigt att utföra de uppdrag som bolaget tilldelats av Örebro kommuns kompetens. Bolaget är skyldigt att följa den bolagspolicy som antagits av kommunfullmäktige i Örebro under år 2017 med eventuella efterföljande revideringar. Bolaget har till ändamål att förvärva, äga, upplåta, utveckla och överlåta fastigheter för att i första hand tillgodose Örebro kommuns behov av lokaler och anläggningar för verksamheter inom barn och utbildning, social verksamhet samt motion och rekreation. Bolaget ska följa de kommunalrättsliga principerna i 2 kap. kommunallagen. Självkostnadsprincipen är inte tillämplig i bolagets verksamhet som gäller förvaltning av kommunal egendom, såsom upplåtelse och överlåtelse av fast och lös egendom. Den del av bolagets verksamhet som lyder under ellagen ska bedrivas på affärsmässig grund och är undantagen från lokaliserings- principen (7 kap. 1 § ellagen).",nan,https://www.futurumfastigheter.se/
Billerud Rockhammar AB,https://www.allabolag.se/foretag/billerud-rockhammar-ab/fr%C3%B6vi/-/5567612436,[],556761-2436,640164,Billerud Rockhammar AB,2008-07-02,Aktiebolag,47,Ivar Andreas Vatne,"Rockhammar, 718 91 Frövi",718 81 Frövi,Frövi,100,['17111 Tillverkning av mekanisk eller halvkemisk massa'],Bolaget skall ha till föremål för sin verksamhet att direkt eller indirekt bedriva produktion av CTMP-massa samt bedriva annan därmed förenlig verksamhet.,0581-370 00,https://www.billerud.se/om-billerud/vara-produktionsanlaggningar/frovirockhammar
Pac-Production Sweden Aktiebolag,https://www.allabolag.se/foretag/pac-production-sweden-aktiebolag/%C3%B6rebro/-/5563008712,[],556300-8712,605102,Pac-Production Sweden Aktiebolag,1987-07-08,Aktiebolag,72,Magnus Björnström,"Berglundavägen 5-7, 702 36 Örebro","Berglundavägen 5-7 Box 409, 701 48 Örebro",Örebro,900,['46499 Partihandel med övriga hushållsvaror'],"Bolaget bedriver inköp och försäljning av engångsmaterial och förpackningar, handel med värdepapper samt därmed förenlig verksamhet.",019-17 57 00,https://www.pac.se/
