name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
CMR-Carlsson Industriservice i Nora AB,https://www.allabolag.se/foretag/cmr-carlsson-industriservice-i-nora-ab/gyttorp/-/5562592930,[],556259-2930,8830,CMR-Carlsson Industriservice i Nora AB,1985-04-15,Aktiebolag,9,Ralf Ivar Jimmie Larsson,"Åsvägen 2, 713 72 Gyttorp","Box 139, 713 23 Nora",Nora,100,['33120 Reparation av maskiner'],"Bolaget skall bedriva industriservice avseende mekanisk bearbetning, svetsning, konsultationer, reparation, uthyrning och underhåll inom mekansik verkstadsindustri.",,
Sjölinders Bil AB,https://www.allabolag.se/foretag/sj%C3%B6linders-bil-ab/hallsberg/-/5591141428,[],559114-1428,8818,Sjölinders Bil AB,2017-06-01,Aktiebolag,1,,"Elvas Gata 4, 694 37 Hallsberg","Patrick Sjölinder Elvas Gata 4, 694 37 Hallsberg",Hallsberg,50,['45110 Handel med personbilar och lätta motorfordon'],"Aktiebolaget ska köpa, sälja och förmedla begagnade bilar samt idka annan därmed förenlig verksamhet.",,
Nya Fastighetsbyrån Örebro AB,https://www.allabolag.se/foretag/nya-fastighetsbyr%C3%A5n-%C3%B6rebro-ab/%C3%B6rebro/-/5567355739,[],556735-5739,8818,Nya Fastighetsbyrån Örebro AB,2007-08-02,Aktiebolag,8,,"Drottninggatan 18-20, 702 10 Örebro","c/o Fastighetsbyrån i Örebro AB Box 375, 701 47 Örebro",Örebro,100,['68310 Fastighetsförmedling'],Bolaget ska bedriva fastighetsförmedling och att äga och förvalta värdepapper samt därmed förenlig verksamhet.,019-21 70 00,
Mariebergs Sport AB,https://www.allabolag.se/foretag/mariebergs-sport-ab/%C3%B6rebro/-/5568423254,[],556842-3254,8809,Mariebergs Sport AB,2011-02-17,Aktiebolag,7,Karl Eric Peter Askerblom,"Kundvägen 4, 702 36 Örebro","Kundvägen 4, 702 36 Örebro",Örebro,50,"['47642 Specialiserad butikshandel med cyklar', '47641 Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar']","Bolaget skall bedriva försäljning av cyklar, sportartiklar, reservdelar, reparationer i anslutning härtill, handel med fritidstillbehör, handel med värdepapper och därmed förenlig verksamhet.",019-22 33 99,
Q-Fog i Nora AB,https://www.allabolag.se/foretag/q-fog-i-nora-ab/nora/-/5567560791,[],556756-0791,8806,Q-Fog i Nora AB,2008-04-16,Aktiebolag,4,Bo Fredrik Lindberg,"Herrgårdsgatan 13, 713 31 Nora","Herrgårdsgatan 13, 713 31 Nora",Nora,166,['28290 Övrig tillverkning av maskiner för allmänt ändamål'],Bolaget ska utveckla och sälja mobila brandsläcknings- utrustningar samt därmed förenlig verksamhet.,,
Industrilackeringar i Hallsberg Aktiebolag,https://www.allabolag.se/foretag/industrilackeringar-i-hallsberg-aktiebolag/hallsberg/-/5561890863,[],556189-0863,8803,Industrilackeringar i Hallsberg Aktiebolag,1975-01-01,Aktiebolag,5,,"Kvarngatan 20, 694 31 Hallsberg","Kvarngatan 20, 694 31 Hallsberg",Hallsberg,350,['25610 Beläggning och överdragning av metall'],"Föremålet för bolagets verksamhet är att bedriva industrilackeringsrörelse, förvaltning av fastigheter, handel och förvaltning av värdepapper och därmed förenlig verksamhet.",,
MA Lantbruk AB,https://www.allabolag.se/foretag/ma-lantbruk-ab/glanshammar/-/5590886841,[],559088-6841,8801,MA Lantbruk AB,2016-12-05,Aktiebolag,4,,"Sticksjö 614, 705 97 Glanshammar","Sticksjö 614, 705 97 Glanshammar",Glanshammar,100,"['01410 Mjölkproduktion och uppfödning av nötkreatur av mjölkras', '75000 Veterinärverksamhet', '01110 Odling av spannmål (utom ris), baljväxter och oljeväxter', '43120 Mark- och grundarbeten']","Bolaget skall bedriva mjölkproduktion, växtodling, kött- produktion, markentreprenad och veterinärverksamhet samt annan därmed förenlig verksamhet.",,
WAP Marieberg AB,https://www.allabolag.se/foretag/wap-marieberg-ab/%C3%B6rebro/-/5592644107,[],559264-4107,8798,WAP Marieberg AB,2020-07-21,Aktiebolag,2,Calvin Dale Anderson,,"WAP Holding Örebro AB Nastagatan 11, 702 27 Örebro",Örebro,50,"['93119 Drift av sporthallar, idrottsplatser och andra sportanläggningar']",Bolaget skall bedriva sporthall med inriktning padeltennis och därmed förenlig verksamhet.,,
Musikbörsen Sweden AB,https://www.allabolag.se/foretag/musikb%C3%B6rsen-sweden-ab/%C3%B6rebro/-/5592731227,[],559273-1227,8793,Musikbörsen Sweden AB,2020-09-24,Aktiebolag,7,Kenneth Perry Karlsson,"Lundvägen 3, 703 76 Örebro","c/o Perry Karlsson Lundvägen 3, 703 76 Örebro",Örebro,500,['47595 Specialiserad butikshandel med musikinstrument och noter'],Bolaget skall bedriva handel med samt uthyrning och service av musikinstrument jämte därmed förenlig verksamhet.,,
Kumla Cementvaror & Åkeri AB,https://www.allabolag.se/foretag/kumla-cementvaror-%C3%A5keri-ab/kumla/-/5565207841,[],556520-7841,8792,Kumla Cementvaror & Åkeri AB,1995-07-18,Aktiebolag,4,,"Stene 305, 692 93 Kumla","Stene 305, 692 93 Kumla",Kumla,100,"['49410 Vägtransport, godstrafik']",Bolaget skall bedriva åkerirörelse ävensom idka därmed förenlig verksamhet.,076-050 50 94,
Örebro Lindarverkstad i Örebro Aktiebolag,https://www.allabolag.se/foretag/%C3%B6rebro-lindarverkstad-i-%C3%B6rebro-aktiebolag/%C3%B6rebro/-/5562439355,[],556243-9355,8791,Örebro Lindarverkstad i Örebro Aktiebolag,1984-05-15,Aktiebolag,4,,"Oskarsvägen 38, 702 80 Örebro","Oskarsvägen 38, 702 80 Örebro",Örebro,200,['33140 Reparation av elapparatur'],"Bolagets verksamhet består i utveckling, marknadsföring och reparationer av motorlindringar eller pumpar, förebyggande underhåll på plats och nyförsäljning av motorer, pumpar och skyddsvästar för jakthundar med tillhörande produkter som ingår och annan därmed förenlig verksamhet.",019-32 32 88,
Kista och Åby Padel AB,https://www.allabolag.se/foretag/kista-och-%C3%A5by-padel-ab/%C3%B6rebro/-/5594770546,[],559477-0546,8789,Kista och Åby Padel AB,2024-03-21,Aktiebolag,5,,Örebro,"c/o Admit Ekonomi AB Box 1631, 701 16 Örebro",Örebro,25,"['93119 Drift av sporthallar, idrottsplatser och andra sportanläggningar']","Bolaget skall bedriva uthyrning av padelbanor, försäljning av tillhörande sportartiklar, enklare förtäring, event, konferens- möjligheter och därmed förenlig verksamhet.",,
Nora Rostfria AB,https://www.allabolag.se/foretag/nora-rostfria-ab/nora/-/5592354095,[],559235-4095,8782,Nora Rostfria AB,2020-01-07,Aktiebolag,5,,"Älvstorpsvägen 1, 713 30 Nora","Älvstorpsvägen 1, 713 30 Nora",Nora,50,"['25620 Metallegoarbeten', '43221 Värme- och sanitetsarbeten']",Bolaget skall bedriva svetsarbeten på verkstad och hos kund samt konsultation av konstruktion och materialval inom industrirörläggning. Bolaget skall även bedriva galleriverksamhet i vilken visning och försäljning av egen o andras konstverk kan ske. I bolaget kan handel med värdepapper och fastigheter förekomma.,,
Götmars Förvaltnings AB,https://www.allabolag.se/foretag/g%C3%B6tmars-f%C3%B6rvaltnings-ab/%C3%B6rebro/-/5567709711,[],556770-9711,8770,Götmars Förvaltnings AB,2008-11-25,Aktiebolag,4,Marcus Emanuel Götmar,"Borgmästargatan 9, 702 25 Örebro","Borgmästargatan 9, 702 25 Örebro",Örebro,100,"['70100 Verksamheter som utövas av huvudkontor', '69201 Redovisning och bokföring', '70220 Konsultverksamhet avseende företags organisation']","Bolaget ska förvalta bolag som bedriver begravningsbyråverksam- het, utveckla affärssystem för begravningsbranschen, äga och förvalta värdepapper och fastigheter samt bedriva därmed förenlig verksamhet.",019-14 00 15,
Karlskoga Golf AB,https://www.allabolag.se/foretag/karlskoga-golf-ab/karlskoga/-/5567881015,[],556788-1015,8769,Karlskoga Golf AB,2009-09-01,Aktiebolag,10,Marcus Emanuel Grimstad,"Golfvägen 13, 691 94 Karlskoga","Golfvägen 13, 691 94 Karlskoga",Karlskoga,100,"['93112 Drift av golfbanor', '47641 Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar']","Bolaget skall äga och förvalta fast och lös egendom, driva golfbanerörelse, försäljning av golfutrustning samt idka annan därmed förenlig verksamhet.",,
Aktiv Reklam Sweden AB,https://www.allabolag.se/foretag/aktiv-reklam-sweden-ab/%C3%B6rebro/-/5590929179,[],559092-9179,8763,Aktiv Reklam Sweden AB,2016-12-21,Aktiebolag,2,Rolf Tony Larsson,"Osmundsgatan 17, 703 83 Örebro","Osmundsgatan 17, 703 83 Örebro",Örebro,50,['46900 Övrig partihandel'],Aktiebolaget ska bedriva reklamverksamhet och därmed förenlig verksamhet.,,
Skyllberg Energi AB,https://www.allabolag.se/foretag/skyllberg-energi-ab/skyllberg/-/5594380908,[],559438-0908,8747,Skyllberg Energi AB,2023-06-14,Aktiebolag,0,Anita Ingrid Maria Gunnarsson,"Skyllbergsvägen 11, 694 99 Skyllberg","Skyllbergsvägen 11, 694 99 Skyllberg",Skyllberg,25,['35140 Handel med elektricitet'],"Aktiebolagets verksamhet ska vara handel med elektricitet, produktion och handel med fjärrvärme, att bedriva annan därmed förenlig verksamhet samt att äga och förvalta fast och lös egendom.",,
Bohults Fastighetsförvaltning AB,https://www.allabolag.se/foretag/bohults-fastighetsf%C3%B6rvaltning-ab/karlskoga/-/5569830937,[],556983-0937,8744,Bohults Fastighetsförvaltning AB,2014-09-16,Aktiebolag,4,Ulf Peter Lekberg,"Hangarvägen 27, 691 35 Karlskoga","Hangarvägen 27, 691 35 Karlskoga",Karlskoga,50,['68320 Fastighetsförvaltning på uppdrag'],Föremålet för bolagets verksamhet är förvaltning och ägande av fastigheter samt därmed förenlig verksamhet.,,
Närkekök AB,https://www.allabolag.se/foretag/n%C3%A4rkek%C3%B6k-ab/%C3%B6rebro/-/5568965973,[],556896-5973,8742,Närkekök AB,2012-06-21,Aktiebolag,4,,"Elementvägen 13, 702 27 Örebro","Närkekök AB Elementvägen 13, 702 27 Örebro",Örebro,50,['47521 Specialiserad butikshandel med virke och byggvaror'],Bolagets verksamhet skall vara försäljning av köksinredning på befintliga stommar.,,
Mun i Form AB,https://www.allabolag.se/foretag/mun-i-form-ab/nora/-/5569551947,[],556955-1947,8740,Mun i Form AB,2013-12-17,Aktiebolag,8,Maria Kristiina Nordfeldt,"Borgmästargatan 2 c, 713 31 Nora","Borgmästargatan 2 c, 713 31 Nora",Nora,50,"['86230 Tandläkarverksamhet', '86904 Tandhygienistverksamhet']",Föremålet för bolagets verksamhet är att bedriva självständig patientverksamhet och tandhygienistbehandlingar inom tand- hygienistens kompetensområde med inriktning på munhälsovård till vuxna patienter samt därmed förenlig verksamhet. Vidare skall bolaget bedriva försäljning av tandvårdsmaterial samt därmed förenlig verksamhet.,,
Hällefors Plåt &Värme AB,https://www.allabolag.se/foretag/h%C3%A4llefors-pl%C3%A5t-v%C3%A4rme-ab/h%C3%A4llefors/-/5592126840,[],559212-6840,8724,Hällefors Plåt &Värme AB,2019-07-17,Aktiebolag,5,,"Industrivägen 3, 712 30 Hällefors","Industrivägen 3, 712 30 Hällefors",Hällefors,50,"['25110 Tillverkning av metallstommar och delar därav', '43911 Takarbeten av plåt']",Byggnadsplåtslageri. Jourverksamhet inom fjärrvärmepannor och hos fjärrvärmekunder. Byggsmide. Drift och underhåll av fjärrvärme. Byggjobb. VVS. Ventilation.,,
ID Säkerhet i Örebro AB,https://www.allabolag.se/foretag/id-s%C3%A4kerhet-i-%C3%B6rebro-ab/%C3%B6rebro/-/5590900287,[],559090-0287,8722,ID Säkerhet i Örebro AB,2016-12-08,Aktiebolag,3,Olov Tobias Viktorsson,"Heliumgatan 1, 703 74 Örebro","Heliumgatan 1, 703 74 Örebro",Örebro,50,['46900 Övrig partihandel'],"Bolaget skall bedriva försäljning av nyckelbrickor, bedriva konsultation, utveckling och försäljning av säkerhetsutrustning samt nyckelhanteringssystem och därmed förenlig verksamhet.",,
NLisol AB,https://www.allabolag.se/foretag/nlisol-ab/%C3%B6rebro/-/5592901812,[],559290-1812,8720,NLisol AB,2020-12-14,Aktiebolag,4,,"Skjutbanevägen 11 v Johanlindh, 703 84 Örebro","NL ISOL AB MATTIAS NIRHAMMAR/ Skjutbanevägen 11 v Johanlindh, 703 84 Örebro",Örebro,25,['43290 Andra bygginstallationer'],Teknisk isolering av ventilation och vvs.,,
Sven Skoglunds Mekaniska Verkstads Aktiebolag,https://www.allabolag.se/foretag/sven-skoglunds-mekaniska-verkstads-aktiebolag/degerfors/-/5561332700,"['info@skoglundsmek.com', 'info@skoglundsmek.com']",556133-2700,8717,Sven Skoglunds Mekaniska Verkstads Aktiebolag,1970-02-16,Aktiebolag,6,,"Gjuterig. 4, 693 35 Degerfors","Gjuterigatan 4, 693 35 Degerfors",Degerfors,100,['25620 Metallegoarbeten'],"Bolaget skall driva mekanisk verkstadsrörelse, ävensom idka därmed förenlig verksamhet.",0586-434 00,http://www.skoglundsmek.com
A-huset Servicehandel AB,https://www.allabolag.se/foretag/a-huset-servicehandel-ab/%C3%B6rebro/-/5567383228,[],556738-3228,8716,A-huset Servicehandel AB,2007-09-18,Aktiebolag,5,,"Universitetssjukhuset A-Huset, 701 85 Örebro","Universitetssjukhuset A-Huset, 701 85 Örebro",Örebro,100,"['47260 Specialiserad butikshandel med tobaksvaror', '47621 Specialiserad butikshandel med tidningar', '47242 Specialiserad butikshandel med konfektyrer']",Bolaget skall bedriva detaljhandel främst i form av kiosk och servicebutik samt därmed förenlig verksamhet.,070-468 02 83,
Gruffmans tjänster AB,https://www.allabolag.se/foretag/gruffmans-tj%C3%A4nster-ab/finner%C3%B6dja/-/5590163993,[],559016-3993,8715,Gruffmans tjänster AB,2015-06-05,Aktiebolag,2,,"Industrigatan 2, 695 50 Finnerödja","Industrigatan 2, 695 50 Finnerödja",Finnerödja,50,"['29200 Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar', '49410 Vägtransport, godstrafik']","Transporter Konsult inom verkstadsindustrin Äga och förvalta fast egendom och värdepapper, samt därmed förenlig verksamhet.",,
Servitium Bevakning AB,https://www.allabolag.se/foretag/servitium-bevakning-ab/vintrosa/-/5591594899,[],559159-4899,8713,Servitium Bevakning AB,2018-05-17,Aktiebolag,7,Johan Kenny Georg Skuthälla,"Vretavägen 4 d, 719 93 Vintrosa","JOHAN SKUTHÄLLA Vretavägen 4 d, 719 93 Vintrosa",Vintrosa,50,['80100 Säkerhetsverksamhet'],Bolaget skall bedriva bevakningsverksamhet och säkerhetskonsultationer och därmed förenlig verksamhet.,,
Aktiebolaget Fjugesta Elektriska,https://www.allabolag.se/foretag/aktiebolaget-fjugesta-elektriska/fjugesta/-/5561952978,[],556195-2978,8706,Aktiebolaget Fjugesta Elektriska,1977-01-01,Aktiebolag,6,,"Östra Långgatan 45, 716 30 Fjugesta","Östra Långgatan 45, 716 30 Fjugesta",Fjugesta,120,['43210 Elinstallationer'],Bolaget skall utföra elinstallationer och därmed förenlig verksamhet.,,
BERG Storkökspartner AB,https://www.allabolag.se/foretag/berg-stork%C3%B6kspartner-ab/%C3%B6rebro/-/5594226184,[],559422-6184,8697,BERG Storkökspartner AB,2023-02-16,Aktiebolag,2,Ulf Henrik Bergström,"Skjutbanevägen 6, 703 84 Örebro","Skjutbanevägen 6, 703 84 Örebro",Örebro,100,['46699 Partihandel med diverse övriga maskiner och utrustning'],"Bolaget ska bedriva köp, försäljning och uthyrning av nya och begagnade restaurang utrustningar, samt därmed förenlig verksamhet.",,
Club House Restaurant AB,https://www.allabolag.se/foretag/club-house-restaurant-ab/%C3%B6rebro/-/5569025850,[],556902-5850,8695,Club House Restaurant AB,2012-09-03,Aktiebolag,5,Sandor Mikael Kosik,"Salamandervägen 29, 702 36 Örebro","Salamandervägen 29, 702 36 Örebro",Örebro,50,['56100 Restaurangverksamhet'],Bolaget ska bedriva restaurangverksamhet och därmed förenlig verksamhet.,,
Back Up Transport Mälardalen AB,https://www.allabolag.se/foretag/back-up-transport-m%C3%A4lardalen-ab/%C3%B6rebro/-/5590308465,[],559030-8465,8691,Back Up Transport Mälardalen AB,2015-10-15,Aktiebolag,10,Bachir Shahin,"Tallmovägen 7, 703 53 Örebro","c/o Bachir Shahin Tallmovägen 7, 703 53 Örebro",Örebro,50,"['49410 Vägtransport, godstrafik', '78100 Arbetsförmedling och rekrytering']",Aktiebolaget ska bedriva allt inom bud och transportverksamhet samt därmed förenlig verksamhet.,,
Thogra AB,https://www.allabolag.se/foretag/thogra-ab/%C3%B6rebro/-/5592520539,[],559252-0539,8682,Thogra AB,2020-04-15,Aktiebolag,3,,"Argongatan 80, 703 74 Örebro","Argongatan 80, 703 74 Örebro",Örebro,100,['46650 Partihandel med kontorsmöbler'],"Bolaget skall bedriva inköp och försäljning av möbler och inredning och därtill närliggande produkter, samt att äga och förvalta, köpa och sälja fast egendom, köpa och sälja värdepapper och därmed förenlig verksamhet.",,
Hällefors Svetsmekaniska AB,https://www.allabolag.se/foretag/h%C3%A4llefors-svetsmekaniska-ab/h%C3%A4llefors/-/5565229332,[],556522-9332,8658,Hällefors Svetsmekaniska AB,1995-07-25,Aktiebolag,4,Mats Börje Leppänen,"Fabriksvägen 5, 712 34 Hällefors","Fabriksvägen 5, 712 34 Hällefors",Hällefors,100,"['33110 Reparation av metallvaror', '25999 Diverse övrig metallvarutillverkning']","Bolaget skall idka svets- och mekanisk verkstadsrörelse, handel och förvaltning av värdepapper, handel och förvaltning av fastigheter samt idka därmed förenlig verksamhet.",,
Mikael Cakin Bil AB,https://www.allabolag.se/foretag/mikael-cakin-bil-ab/kumla/-/5564008927,[],556400-8927,8655,Mikael Cakin Bil AB,1990-08-24,Aktiebolag,1-4,,Kumla,"Box 131, 692 23 Kumla",Kumla,200,['45110 Handel med personbilar och lätta motorfordon'],"Bolaget skall bedriva handel med bilar inklusive import av bilar, försäljning av biltillbehör och livsmedel, export- och import- verksamhet inom området kläder, biltillbehör samt därmed förenlig verksamhet.",0584-105 84,
Batteribolaget i Åmmeberg AB,https://www.allabolag.se/foretag/batteribolaget-i-%C3%A5mmeberg-ab/hallsberg/-/5566844535,[],556684-4535,8655,Batteribolaget i Åmmeberg AB,2005-08-11,Aktiebolag,4,Jörgen Olov Larsson,"Lertagsgatan 7, 694 34 Hallsberg","Lertagsgatan 7, 694 34 Hallsberg",Hallsberg,1 000,['46434 Partihandel med elartiklar'],"Bolaget ska bedriva handel med batterier, laddare, reparationer och service av dessa samt därmed förenlig verksamhet.",,
Janssons Åkeri i Grythyttan AB,https://www.allabolag.se/foretag/janssons-%C3%A5keri-i-grythyttan-ab/h%C3%A4llefors/-/5591091144,[],559109-1144,8650,Janssons Åkeri i Grythyttan AB,2017-04-19,Aktiebolag,3,,"Berggrensvägen 16, 712 30 Hällefors","Berggrensvägen 16, 712 30 Hällefors",Hällefors,50,['38110 Insamling av icke-farligt avfall'],"Bolaget ska bedriva transporttjänster, åkeriverksamhet, insamling av icke farligt avfall och sopor samt därmed förenlig verksamhet.",,
Skyllberg Elnät AB,https://www.allabolag.se/foretag/skyllberg-eln%C3%A4t-ab/skyllberg/-/5594406000,[],559440-6000,8643,Skyllberg Elnät AB,2023-07-04,Aktiebolag,0,Anita Ingrid Maria Gunnarsson,"Skyllbergsvägen 11, 694 99 Skyllberg","Skyllbergsvägen 11, 694 99 Skyllberg",Skyllberg,25,['35130 Distribution av elektricitet'],Bolaget ska bedriva rörelse inom distribution av elkraft samt därmed förenlig verksamhet.,,
SveBorr Grundläggning AB,https://www.allabolag.se/foretag/sveborr-grundl%C3%A4ggning-ab/karlskoga/-/5590440144,[],559044-0144,8633,SveBorr Grundläggning AB,2015-12-22,Aktiebolag,2,,"Magasinsvägen 8, 691 42 Karlskoga","Magasinsvägen 8, 691 42 Karlskoga",Karlskoga,50,['43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet'],"Boalget ska bedriva brunns-, energi och grundförstärknings- borrning samt bedriva därmed förenlig verksamhet.",0586-151 65,
Attersta Butikservice AB,https://www.allabolag.se/foretag/attersta-butikservice-ab/%C3%B6rebro/-/5564425600,[],556442-5600,8630,Attersta Butikservice AB,1992-02-28,Aktiebolag,1,,"Attersta 412, 705 94 Örebro","Attersta 412, 705 94 Örebro",Örebro,100,['81100 Fastighetsrelaterade stödtjänster'],"Föremålet för bolagets verksamhet är uthyrning av maskiner, byggnadsställningar och övriga hjälpmedel för byggnation. Bygg- och städservice, montering, tillhandahållande och försäljning av inredningar och därmed förenlig verksamhet.",,
Golvprofilen i Örebro AB,https://www.allabolag.se/foretag/golvprofilen-i-%C3%B6rebro-ab/%C3%B6rebro/-/5567411854,[],556741-1854,8621,Golvprofilen i Örebro AB,2007-10-30,Aktiebolag,6,,"Lindrothsgatan 34, 703 67 Örebro","THOMAS JAKOBSSON Lindrothsgatan 34, 703 67 Örebro",Örebro,100,"['43330 Golv- och väggbeläggningsarbeten', '43320 Byggnadssnickeriarbeten']",Aktiebolaget ska bedriva verksamhet inom golv- & väggbeläggningsarbeten samt därmed förenlig verksamhet.,,
Lås och Säkerhetsspecialisten i Sverige AB,https://www.allabolag.se/foretag/l%C3%A5s-och-s%C3%A4kerhetsspecialisten-i-sverige-ab/lindesberg/-/5567731012,[],556773-1012,8620,Lås och Säkerhetsspecialisten i Sverige AB,2008-12-16,Aktiebolag,6,Lars Roger Almeen,"Kristinavägen 22, 711 30 Lindesberg","Kristinavägen 20 a, 711 30 Lindesberg",Lindesberg,100,['43290 Andra bygginstallationer'],"Bolaget ska bedriva försäljning, service, tillverkning, installation samt konsultation inom lås, larm och passersystem, äga och förvalta värdepapper samt därmed förenlig verksamhet.",076-787 22 51,
Kanonrock Event AB,https://www.allabolag.se/foretag/kanonrock-event-ab/karlskoga/-/5566770425,[],556677-0425,8617,Kanonrock Event AB,2005-03-02,Aktiebolag,7,,"Grönfeltsudden, 691 41 Karlskoga","Grönfeltsudden, 691 41 Karlskoga",Karlskoga,100,"['56100 Restaurangverksamhet', '93210 Nöjes- och temaparksverksamhet']",Bolaget skall bedriva nöjes- och restaurangverksamhet samt därmed förenlig verksamhet.,070-563 18 29,
Almstedts Wood Design AB,https://www.allabolag.se/foretag/almstedts-wood-design-ab/%C3%B6rebro/-/5592069719,[],559206-9719,8613,Almstedts Wood Design AB,2019-05-23,Aktiebolag,2,Christoffer Lars Daniel Almstedt,"Lars-Pettravägen 8 a, 702 31 Örebro","CHRISTOFFER ALMSTEDT Lars-Pettravägen 8 a, 702 31 Örebro",Örebro,50,['31022 Tillverkning av köksinredningar'],"Tillverkning i min egen produktion, utav köksluckor, innemöbler och bänkskivor. Rivning i butiker, utav inredningen som alla kläder eller produkter stått på, golv, tak och väggar.",,
Advokatbyrån Hagstedt & Bokvist AB,https://www.allabolag.se/foretag/advokatbyr%C3%A5n-hagstedt-bokvist-ab/%C3%B6rebro/-/5568539299,[],556853-9299,8611,Advokatbyrån Hagstedt & Bokvist AB,2011-05-24,Aktiebolag,1,Hilda Elin Karolina Bokvist,"Olaigatan 17 c 1tr, 703 61 Örebro","Olaigatan 17 c 1tr, 703 61 Örebro",Örebro,60,['69101 Advokatbyråverksamhet'],Föremålet för bolagets verksamhet är att bedriva advokatverksamhet.,,
Kajsa&Pinnens Bowling AB,https://www.allabolag.se/foretag/kajsapinnens-bowling-ab/kumla/-/5591700603,[],559170-0603,8605,Kajsa&Pinnens Bowling AB,2018-09-03,Aktiebolag,8,Rickard Olof Christian Bädicker,,"Hagendalsvägen 17 b, 692 30 Kumla",Kumla,50,"['93119 Drift av sporthallar, idrottsplatser och andra sportanläggningar']",Bolaget skall bedriva bowlinghall med restaurangverksamhet.,,
Askersundsby Lantbruk AB,https://www.allabolag.se/foretag/askersundsby-lantbruk-ab/askersund/-/5590926241,[],559092-6241,8599,Askersundsby Lantbruk AB,2016-12-20,Aktiebolag,1,,"Askersundsby 126, 696 91 Askersund","Askersundsby 126, 696 91 Askersund",Askersund,100,"['01420 Uppfödning av andra nötkreatur och bufflar', '01110 Odling av spannmål (utom ris), baljväxter och oljeväxter', '01610 Service till växtodling']",Föremålet för bolagets verksamhet är att bedriva nötkötts- produktion och entreprenad inom lantbruket samt därmed förenlig verksamhet.,,
Behrn Fastigheter Syllen AB,https://www.allabolag.se/foretag/behrn-fastigheter-syllen-ab/%C3%B6rebro/-/5591632442,[],559163-2442,8594,Behrn Fastigheter Syllen AB,2018-06-25,Aktiebolag,0,Per Johan Gustav Behrn,"Rudbecksgatan 7, 702 11 Örebro","c/o Behrn Fastigheter AB Rudbecksgatan 7, 702 11 Örebro",Örebro,100,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],Bolaget ska äga och förvalta fastigheter samt bedriva därmed förenlig verksamhet.,,
Fredrikssons Måleributik AB,https://www.allabolag.se/foretag/fredrikssons-m%C3%A5leributik-ab/hallsberg/-/5564315777,[],556431-5777,8592,Fredrikssons Måleributik AB,1991-08-22,Aktiebolag,4,,"Västra Storgatan 11, 694 30 Hallsberg","Box 118, 694 23 Hallsberg",Hallsberg,100,"['47523 Specialiserad butikshandel med färger, fernissor och lacker', '47531 Specialiserad butikshandel med mattor och annan vägg- och golvbeklädnad', '47789 Övrig specialiserad butikshandel']","Bolaget skall bedriva handel med färghandelsvaror och fritidsartiklar, inredningskonsultverksamhet, äga och förvalta värdepapper ävensom idka därmed förenlig verksamhet.",,
Aktiebolaget Rikstens Säteri,https://www.allabolag.se/foretag/aktiebolaget-rikstens-s%C3%A4teri/nora/-/5561891366,[],556189-1366,8589,Aktiebolaget Rikstens Säteri,1975-01-01,Aktiebolag,0,Caroline Monica Sieka Löfmarck,"Gunnarsbergsvägen 7, 713 32 Nora","Caroline Löfmarck Gunnarsbergsvägen 7, 713 32 Nora",Nora,3 000,['02101 Skogsförvaltning'],"Bolaget skall äga och förvalta den fasta egendom, som ingått i Rikstens fideikomiss, och annan fast och lös egendom samt att driva jordbruk och skogsbruk jämte därmed förenlig rörelse.",08-778 70 12,
Corpmail AB,https://www.allabolag.se/foretag/corpmail-ab/%C3%B6rebro/-/5568380710,[],556838-0710,8588,Corpmail AB,2011-01-12,Aktiebolag,0,,Örebro,"Box 22002, 702 02 Örebro",Örebro,50,['47622 Specialiserad butikshandel med kontorsförbrukningsvaror'],"Bolaget ska syssla med försäljning av förbrukningsmaterial såsom papper och trycksaker och kontorsmaterial till företag, förvaltning av fast och lös egendom och därmed förenlig verksamhet.",070-673 42 00,
Trädgårdsväxter Aktiebolag,https://www.allabolag.se/foretag/tr%C3%A4dg%C3%A5rdsv%C3%A4xter-aktiebolag/%C3%B6rebro/-/5562516673,[],556251-6673,8587,Trädgårdsväxter Aktiebolag,1984-11-16,Aktiebolag,6,,,"Bondsättersvägen 87, 702 30 Örebro",Örebro,100,['01302 Odling av plantskoleväxter m.m. på friland'],Föremålet för bolagets verksamhet är att bedriva konsulterande verksamhet i frågor rörande trädgårdsarkitektur samt plantskola i Örebro kommun och därmed förenlig verksamhet.,,
Glasgruppen i Sverige AB,https://www.allabolag.se/foretag/glasgruppen-i-sverige-ab/%C3%B6rebro/-/5560298241,[],556029-8241,8585,Glasgruppen i Sverige AB,1931-02-27,Aktiebolag,6,Frans Gottfrid Sören Mellgren,"Signalgatan 10, 702 44 Örebro","Box 1736, 701 17 Örebro",Örebro,600,['70100 Verksamheter som utövas av huvudkontor'],Bolaget erbjuder centrala tjänster till sina dotterbolag såsom ekonomihandläggning och IT-utveckling,019-10 02 20,
