name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
Tage Rejmes i Örebro Bilaktiebolag,https://www.allabolag.se/foretag/tage-rejmes-i-%C3%B6rebro-bilaktiebolag/%C3%B6rebro/-/5560961228,[],556096-1228,1189828,Tage Rejmes i Örebro Bilaktiebolag,1965-01-13,Aktiebolag,159,Jan Peter Andersson,"Bettorpsgatan 4-6, 703 69 Örebro","Box 2042, 700 02 Örebro",Örebro,3 000,"['45110 Handel med personbilar och lätta motorfordon', '45201 Allmän service och reparation av motorfordon utom motorcyklar', '45320 Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar']","Bolagets verksamhet ska avse handel med och uthyrning av motorfordon - motorredskap, tillbehör och reservdelar därtill, service-, drivmedels-, verkstads-, och garagerörelse samt annan därmed förenlig verksamhet.",019-30 17 00,
Eitech Electro AB,https://www.allabolag.se/foretag/eitech-electro-ab/%C3%B6rebro/-/5564690732,[],556469-0732,1148443,Eitech Electro AB,1993-06-24,Aktiebolag,346,Martin Fritz Ingmar Dahlström,"Elementvägen 10, 702 27 Örebro","Elementvägen 10, 702 27 Örebro",Örebro,34 530,"['43210 Elinstallationer', '71123 Teknisk konsultverksamhet inom elteknik', '80200 Säkerhetssystemtjänster']","Bolaget ska bedriva elinstallationsarbeten och konsultverksamhet inom elbranchen, driva handel med lös egendom såsom företrädesvis aktier, äga och förvalta fast egendom samt idka därmed förenlig verksamhet.",019-20 62 69,
Suzuki Garphyttan AB,https://www.allabolag.se/foretag/suzuki-garphyttan-ab/garphyttan/-/5560302886,[],556030-2886,1144140,Suzuki Garphyttan AB,1931-08-14,Aktiebolag,329,Adrianus Willem Raatgeep,"Bruksvägen 3, 719 41 Garphyttan",719 80 Garphyttan,Garphyttan,15 000,['24340 Tillverkning av kalldragen ståltråd'],Bolaget skall ha till föremål för sin verksamhet att direkt eller indirekt bedriva tillverkning och försäljning av trådprodukter och annan därmed förenlig verksamhet.,,
Textilia Tvätt & Textilservice AB,https://www.allabolag.se/foretag/textilia-tv%C3%A4tt-textilservice-ab/%C3%B6rebro/-/5565385043,[],556538-5043,1133611,Textilia Tvätt & Textilservice AB,1997-01-21,Aktiebolag,868,Anders Eikemo Thorgaard,"Idrottsvägen 35, 702 32 Örebro","Box 1544, 701 15 Örebro",Örebro,10 100,['96011 Industri- och institutionstvätt'],"Bolaget ska tillhandahålla och försälja textilier och tvätteri- tjänster inom sektorerna sjukvård, omsorg, hotell och industri samt bedriva aktieförvaltning och därmed förenlig verksamhet.",,
KION Financial Services Sweden AB,https://www.allabolag.se/foretag/kion-financial-services-sweden-ab/%C3%B6rebro/-/5591285142,[],559128-5142,1075100,KION Financial Services Sweden AB,2017-10-10,Aktiebolag,7,Göthe Magnus Persson,Örebro,"Box 1305, 701 13 Örebro",Örebro,5 000,['64910 Finansiell leasing'],"Bolaget har till föremål för sin verksamhet att bedriva finansiell tjänsteverksamhet för koncernbolagens försäljning, förhyrning och service av truckar och därtill hörande kringutrustning, samt därmed förenlig verksamhet.",,
Bharat Forge Kilsta AB,https://www.allabolag.se/foretag/bharat-forge-kilsta-ab/karlskoga/-/5560612565,[],556061-2565,1060527,Bharat Forge Kilsta AB,1955-04-27,Aktiebolag,0,Jens Ludmann,"Kilsta Södra Industriväg 23, 691 37 Karlskoga","Box 428, 691 27 Karlskoga",Karlskoga,20 000,"['25500 Smidning, pressning, prägling och valsning av metall; pulvermetallurgi', '38320 Återvinning av källsorterat material']",Bolaget skall bedriva tillverkning och försäljning av produkter för motor- och fordonsindustrin samt gruv- och entreprenadindustrin ävensom idka därmed förenlig verksamhet.,,
Radiator VVS Aktiebolag,https://www.allabolag.se/foretag/radiator-vvs-aktiebolag/%C3%B6rebro/-/5560271065,[],556027-1065,1049426,Radiator VVS Aktiebolag,1928-08-27,Aktiebolag,474,Andreas Lars Erik Bogren,"Nastagatan 22, 702 27 Örebro","Box 1805, 701 18 Örebro",Örebro,2 500,"['43221 Värme- och sanitetsarbeten', '46742 Partihandel med VVS-varor']","Föremålet för bolagets verksamhet ska vara att bedriva installationsverksamhet inom vatten-, värme- och sanitetsbranschen, att äga och förvalta fast och lös egendom, ävensom bedriva därmed förenlig verksamhet.",019-27 30 00,
Humana Omsorg AB,https://www.allabolag.se/foretag/humana-omsorg-ab/%C3%B6rebro/-/5567490007,[],556749-0007,986499,Humana Omsorg AB,2008-01-14,Aktiebolag,1174,Titti Christina Lilja,"Fabriksgatan 22, 702 23 Örebro","Box 106, 701 42 Örebro",Örebro,100,"['87301 Vård och omsorg i särskilda boendeformer för äldre personer', '87201 Boende med särskild service för personer med utvecklingsstörning eller  psykiska funktionshinder', '70100 Verksamheter som utövas av huvudkontor']","Föremålet för bolagets verksamhet är att på uppdrag av landsting och kommuner bedriva äldreomsorg och hemtjänst och utföra omsorg och service till funtionshindrade, tillhandahålla tillfälliga bostäder inklusive kringtjänster såsom matservering och fastihetsdrift samt bedriva därmed förenlig verksamhet.",020-37 37 00,
FFV Ordnance Aktiebolag,https://www.allabolag.se/foretag/ffv-ordnance-aktiebolag/karlskoga/-/5564148194,[],556414-8194,950509,FFV Ordnance Aktiebolag,1990-12-28,Aktiebolag,0,Lars Gunnar Liljegren,"Brukstorget 4, 691 50 Karlskoga",691 80 Karlskoga,Karlskoga,10 000,"['46141 Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg utom kontorsutrustning och datorer']",Bolaget skall bedriva marknadsföring och försäljning av pansarvärnsprodukter samt annan därtill hörande verksamhet.,,
Dormy Golf & Fashion Aktiebolag,https://www.allabolag.se/foretag/dormy-golf-fashion-aktiebolag/%C3%B6rebro/-/5564867637,[],556486-7637,924838,Dormy Golf & Fashion Aktiebolag,1994-04-22,Aktiebolag,176,Nils Anders Wall,"Salamandervägen 29, 702 36 Örebro","Salamandervägen 29, 702 36 Örebro",Örebro,3 000,['47641 Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar'],"Bolaget skall bedriva försäljning av konfektion och golfartiklar samt tillhandahålla golfinstruktioner, arrangera resor, idka handel med värdepapper ävensom idka därmed förenlig verksamhet.",019-20 95 00,
Orica Sweden AB,https://www.allabolag.se/foretag/orica-sweden-ab/gyttorp/-/5560125246,[],556012-5246,891145,Orica Sweden AB,1915-04-07,Aktiebolag,292,Hreidar Pall Gestsson,"Orica 3, 713 72 Gyttorp",713 82 Nora,Nora,60 000,"['20510 Sprängämnestillverkning', '46750 Partihandel med kemiska produkter']","Bolaget skall tillverka och försälja sprängämne, tändsystem och mekaniserade laddutrustningar, att äga och förvalta fast och lös egendom, ävensom att driva annan därmed förenlig verksamhet.",0587-850 00,
Moelven Valåsen Aktiebolag,https://www.allabolag.se/foretag/moelven-val%C3%A5sen-aktiebolag/karlskoga/-/5563104206,[],556310-4206,846000,Moelven Valåsen Aktiebolag,1987-11-16,Aktiebolag,137,Ulf Christer Hagberg,"Valåsen, 691 94 Karlskoga","Box 404, 691 27 Karlskoga",Karlskoga,50 000,['16101 Sågning av trä'],Bolaget skall producera och försälja sågade trävaror samt bedriva därmed förenlig verksamhet.,,
Möller Sportbilar AB,https://www.allabolag.se/foretag/m%C3%B6ller-sportbilar-ab/%C3%B6rebro/-/5563846590,[],556384-6590,831396,Möller Sportbilar AB,1990-02-07,Aktiebolag,37,Per Andreas Fällmar,"Salamandervägen 14, 702 36 Örebro","Salamandervägen 14, 702 36 Örebro",Örebro,100,"['45110 Handel med personbilar och lätta motorfordon', '45201 Allmän service och reparation av motorfordon utom motorcyklar', '73119 Övrig reklamverksamhet']","Bolaget ska bedriva försäljning av bilar, reservdelar och tillbehör, utföra service och reparationsarbeten, uthyrning av bilar och finansieringsverksamhet samt idka därmed förenlig verksamhet.",019-777 09 11,
Chroma Livs AB,https://www.allabolag.se/foretag/chroma-livs-ab/%C3%B6rebro/-/5565895934,[],556589-5934,830170,Chroma Livs AB,2000-04-11,Aktiebolag,128,Carl Martin Adolf Matteusson,"Boglundsgatan 2, 703 74 Örebro","Boglundsgatan 2, 703 74 Örebro",Örebro,100,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad', '10710 Tillverkning av mjukt matbröd och färska bakverk']",Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,019-673 22 00,
Mondi Örebro AB,https://www.allabolag.se/foretag/mondi-%C3%B6rebro-ab/%C3%B6rebro/-/5560393828,[],556039-3828,808267,Mondi Örebro AB,1940-05-29,Aktiebolag,132,Karl David Andreas Karlsson,"Pappersbruksallén 3 a, 702 15 Örebro","Box 926, 701 30 Örebro",Örebro,20 000,"['17129 Övrig tillverkning av papper och papp', '13950 Tillverkning av bondad duk', '17123 Tillverkning av kraftpapper och kraftpapp']","Aktiebolagets verksamhet skall vara att direkt och indirekt driva industriell rörelse, företrädesvis konvertering av papper och plast eller produkter därav samt idka därmed förenlig verksamhet.",019-35 45 00,
Infrakraft Mälardalen AB,https://www.allabolag.se/foretag/infrakraft-m%C3%A4lardalen-ab/%C3%B6rebro/-/5592394984,[],559239-4984,777076,Infrakraft Mälardalen AB,2020-01-29,Aktiebolag,69,Mats Gunnar Lindahl,"Gamla Vägen 12 c, 702 27 Örebro","Gamla Vägen 12 c, 702 27 Örebro",Örebro,300,"['42110 Anläggning av vägar och motorvägar', '42130 Anläggning av broar och tunnlar']","Bolaget ska bedriva kompletta mark- och BEST-entreprenader (Bana, El, Signal, Tele) inom järnvägssektorn samt anläggningsverksamhet för vägar, broar, hamnar och byggentreprenader.",070-370 02 11,
Ahlstrom Ställdalen AB,https://www.allabolag.se/foretag/ahlstrom-st%C3%A4lldalen-ab/st%C3%A4lldalen/-/5563968998,[],556396-8998,758657,Ahlstrom Ställdalen AB,1990-05-23,Aktiebolag,128,Carl Daniel Innala,"Ställbergsvägen 30, 714 72 Ställdalen",714 81 Ställdalen,Ställdalen,29 711,"['17129 Övrig tillverkning av papper och papp', '17220 Tillverkning av hushålls- och hygienartiklar av papper', '13950 Tillverkning av bondad duk', '17122 Tryckpapperstillverkning, ej tidnings- och journalpapper', '35110 Generering av elektricitet']",Bolaget skall tillverka och försälja fibermaterial samt därmed förenlig verksamhet.,0580-291 00,
Forcit Sweden AB,https://www.allabolag.se/foretag/forcit-sweden-ab/karlskoga/-/5567844096,[],556784-4096,710302,Forcit Sweden AB,2009-06-24,Aktiebolag,100,Leif Niclas Nilsson,"Gammelbackavägen 8, 691 51 Karlskoga","Gammelbackavägen 8, 691 51 Karlskoga",Karlskoga,25 000,"['20510 Sprängämnestillverkning', '46750 Partihandel med kemiska produkter', '43120 Mark- och grundarbeten', '85599 Diverse övrig utbildning', '52100 Magasinering och varulagring']","Bolaget har till föremål för sin verksamhet att tillverka och sälja sprängämnen och därtill hörande tjänster samt att importera, lagra, tillverka och sälja sprängämnen. Bolaget skall också bedriva utbildningsverksamhet inom borr-, berg och sprängteknik. Utbildningen inom borr-, berg- och sprängteknik sker genom det särskilda företagsnamnet Bergutbildarna i Sverige.",0587-109 99,
Futurum Fastigheter i Örebro AB,https://www.allabolag.se/foretag/futurum-fastigheter-i-%C3%B6rebro-ab/%C3%B6rebro/-/5567366215,[],556736-6215,662384,Futurum Fastigheter i Örebro AB,2007-08-28,Aktiebolag,99,Bo Göran Lunander,"Pappersbruksallén 1, 702 15 Örebro","Box 33500, 701 35 Örebro",Örebro,77 550,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68320 Fastighetsförvaltning på uppdrag']","Bolaget har till föremål för sin verksamhet att förvärva, äga, förvalta och överlåta fastigheter samt aktier och andelar i bolag för nedan angivna ändamål inom Örebro kommun. Bolaget har vidare till föremål för sin verksamhet att bedriva produktion av el samt därmed sammanhängade verksamhet. Bolaget är skyldigt att utföra de uppdrag som bolaget tilldelats av Örebro kommuns kompetens. Bolaget är skyldigt att följa den bolagspolicy som antagits av kommunfullmäktige i Örebro under år 2017 med eventuella efterföljande revideringar. Bolaget har till ändamål att förvärva, äga, upplåta, utveckla och överlåta fastigheter för att i första hand tillgodose Örebro kommuns behov av lokaler och anläggningar för verksamheter inom barn och utbildning, social verksamhet samt motion och rekreation. Bolaget ska följa de kommunalrättsliga principerna i 2 kap. kommunallagen. Självkostnadsprincipen är inte tillämplig i bolagets verksamhet som gäller förvaltning av kommunal egendom, såsom upplåtelse och överlåtelse av fast och lös egendom. Den del av bolagets verksamhet som lyder under ellagen ska bedrivas på affärsmässig grund och är undantagen från lokaliserings- principen (7 kap. 1 § ellagen).",,
Billerud Rockhammar AB,https://www.allabolag.se/foretag/billerud-rockhammar-ab/fr%C3%B6vi/-/5567612436,[],556761-2436,640164,Billerud Rockhammar AB,2008-07-02,Aktiebolag,47,Ivar Andreas Vatne,"Rockhammar, 718 91 Frövi",718 81 Frövi,Frövi,100,['17111 Tillverkning av mekanisk eller halvkemisk massa'],Bolaget skall ha till föremål för sin verksamhet att direkt eller indirekt bedriva produktion av CTMP-massa samt bedriva annan därmed förenlig verksamhet.,0581-370 00,
Pac-Production Sweden Aktiebolag,https://www.allabolag.se/foretag/pac-production-sweden-aktiebolag/%C3%B6rebro/-/5563008712,[],556300-8712,605102,Pac-Production Sweden Aktiebolag,1987-07-08,Aktiebolag,72,Magnus Björnström,"Berglundavägen 5-7, 702 36 Örebro","Berglundavägen 5-7 Box 409, 701 48 Örebro",Örebro,900,['46499 Partihandel med övriga hushållsvaror'],"Bolaget bedriver inköp och försäljning av engångsmaterial och förpackningar, handel med värdepapper samt därmed förenlig verksamhet.",019-17 57 00,
Green Sales Distributions AB,https://www.allabolag.se/foretag/green-sales-distributions-ab/hallsberg/-/5566442256,[],556644-2256,597556,Green Sales Distributions AB,2003-05-05,Aktiebolag,19,Karl Krister Green,"Kajsabacksvägen 4, 694 34 Hallsberg","Kajsabacksvägen 4, 694 34 Hallsberg",Hallsberg,243,"['46360 Partihandel med socker, choklad och sockerkonfektyrer']",Bolaget skall bedriva försäljning och marknadsföring av konfektyr och impulsprodukter inom konfektyr och livsmedel samt därmed förenlig verksmahet.,0582-49 99 90,
Kronhallen Butik AB,https://www.allabolag.se/foretag/kronhallen-butik-ab/karlskoga/-/5567826366,[],556782-6366,589469,Kronhallen Butik AB,2009-05-14,Aktiebolag,122,Stig Mikael Norling,"Gesällgatan 5, 691 34 Karlskoga","Gesällgatan 5, 691 34 Karlskoga",Karlskoga,100,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad', '10112 Styckning av kött', '10710 Tillverkning av mjukt matbröd och färska bakverk', '10850 Tillverkning av lagad mat och färdigrätter']",Bolaget skall bedriva handel med dagligvaror samt idka därmed förenlig verksamhet.,0586-676 70,
Emba Machinery Aktiebolag,https://www.allabolag.se/foretag/emba-machinery-aktiebolag/%C3%B6rebro/-/5560460106,[],556046-0106,574428,Emba Machinery Aktiebolag,1945-10-15,Aktiebolag,169,,"Bettorpsgatan 18, 703 84 Örebro","Box 2067, 700 02 Örebro",Örebro,5 000,"['28950 Tillverkning av maskiner för produktion av massa, papper och papp']","Bolaget skall driva verkstadsindustri, företrädesvis för tillverkning av maskiner och utrustning för wellpapp- och förpackningsindustrin jämte därmed förenlig verksamhet.",,
Dynasafe Demil Systems AB,https://www.allabolag.se/foretag/dynasafe-demil-systems-ab/karlskoga/-/5590356050,[],559035-6050,548354,Dynasafe Demil Systems AB,2015-11-17,Aktiebolag,18,Anna Maria Fridberg,"Gammelbackavägen 8, 691 80 Karlskoga","Gammelbackavägen 8, 691 80 Karlskoga",Karlskoga,50,['42990 Övriga anläggningsarbeten'],"Bolaget skall bedriva konstruktion, tillverkning, marknadsföring och försäljning av produkter för skydd mot explosionseffekter och kraftiga dynamiska effekter samt annan därmed förenlig verksamhet.",0586-77 12 70,
Tage Rejmes i Örebro Lastvagnar Aktiebolag,https://www.allabolag.se/foretag/tage-rejmes-i-%C3%B6rebro-lastvagnar-aktiebolag/%C3%B6rebro/-/5560682154,[],556068-2154,546190,Tage Rejmes i Örebro Lastvagnar Aktiebolag,1959-02-09,Aktiebolag,87,Rolf Peter Joakim Lindkvist,"Berglundavägen 9, 702 36 Örebro","Box 2042, 700 02 Örebro",Örebro,1 000,"['45201 Allmän service och reparation av motorfordon utom motorcyklar', '45191 Handel med lastbilar, bussar och specialfordon']","Bolaget skall driva handel med och uthyrning av motorfordon - motorredskap, tillbehör och reservdelar därtill, service-, drivmedels-, verkstads-, och garagerörelse, samt därmed förenlig verk= samhet.",,
Karlskoga Energi och Miljö AB,https://www.allabolag.se/foretag/karlskoga-energi-och-milj%C3%B6-ab/karlskoga/-/5565074126,"[""info@karlskogaenergi.se"", ""info@karlskogaenergi.se""]",556507-4126,537198,Karlskoga Energi och Miljö AB,1995-02-03,Aktiebolag,36,Sebastian Cabander,"Skrantahöjdsvägen 38, 69146 KARLSKOGA","Skrantahöjdsvägen 38, 69146 KARLSKOGA",KARLSKOGA,55 000,['70100 Verksamheter som utövas av huvudkontor'],"Bolaget har till föremål för sin verksamhet att, inom givna geografiska verksamhetsområden i egen regi eller via sina dotterbolag, bedriva produktion och handel med energi, distribution av ånga och fjärrvärme, vatten- och avloppsförsörjning samt avfallshantering. Dock skall inte produktionen av och handel med el och energi vara begränsad av den kommunala lokaliseringsprincipen. Bolaget skall även tillhandahålla administrativ service åt sina dotterbolag. Bolagets ändamål är att med tillämpning av kommunal likställighetsprincip tillvarata ägarintressen och främja god försörjning till kunderna inom respektive verksamhet samt svara för god administrativ service. Bolagets verksamhet skall bedrivas affärsmässigt och med optimalt resursnyttjande. Bolaget har dock inte som syfte att ge vinst i större mån än vad som följer av bolagets lagliga möjligheter att ta ut avgifter för sin verksamhet. Verksamheten skall bedrivas inom ramen för av kommunen givna ägardirektiv, kommunal kompetens samt gällande lag och författning. Den kommunala likställighetsprincipen och självkostnadsprincipen gäller dock inte verksamhet avseende produktion och handel med el och fjärrvärme.",0586-75 01 00,http://www.karlskogaenergi.se
Stormarknaden på Tybble AB,https://www.allabolag.se/foretag/stormarknaden-p%C3%A5-tybble-ab/%C3%B6rebro/-/5569285561,[],556928-5561,532459,Stormarknaden på Tybble AB,2013-04-11,Aktiebolag,80,Hans Patrik Persson,"Sörbyängsvägen 24-30, 702 18 Örebro","Sörbyängsvägen 24-30, 702 54 Örebro",Örebro,100,"['47111 Varuhus- och stormarknadshandel, mest livsmedel, drycker och tobak', '10710 Tillverkning av mjukt matbröd och färska bakverk']",Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,,
PartnerTech Karlskoga Aktiebolag,https://www.allabolag.se/foretag/partnertech-karlskoga-aktiebolag/karlskoga/-/5563381242,[],556338-1242,531871,PartnerTech Karlskoga Aktiebolag,1988-10-24,Aktiebolag,215,Carl-Magnus Blomgren,"Industrivägen 5 Bofors Industriområde, 691 50 Karlskoga",691 80 Karlskoga,Karlskoga,200,"['25400 Tillverkning av vapen och ammunition', '28990 Tillverkning av övriga specialmaskiner', '29320 Tillverkning av andra delar och tillbehör till motorfordon', '26510 Tillverkning av instrument och apparater för mätning, provning och navigering', '28150 Tillverkning av lager, kugghjul och andra delar för kraftöverföring']","Bolaget skall utveckla, tillverka och försälja mekaniska verkstadsprodukter samt idka därmed förenlig verksamhet.",0586-24 60 00,
